name,genre,score,star
Barcelona,Comedy,7.0,Taylor Nichols
Pred dozhdot,Drama,8.0,Katrin Cartlidge
Burnt by the Sun,Drama,7.9,Nikita Mikhalkov
War of the Buttons,Adventure,7.4,Gregg Fitzgerald
There Goes My Baby,Comedy,6.4,Dermot Mulroney
The Sum of Us,Comedy,7.3,Jack Thompson
Radioland Murders,Comedy,6.2,Brian Benben
The Inkwell,Comedy,6.4,Larenz Tate
Being Human,Comedy,5.4,Robin Williams
Jimmy Hollywood,Crime,5.3,Joe Pesci
Holy Matrimony,Comedy,5.1,Patricia Arquette
Tom & Viv,Biography,6.3,Willem Dafoe
Squanto: A Warrior's Tale,Adventure,6.0,Adam Beach
My Summer Story,Comedy,5.6,Charles Grodin
Getting Even with Dad,Comedy,4.8,Macaulay Culkin
River of Grass,Drama,6.6,Lisa Donaldson
Rapa Nui,Action,6.4,Jason Scott Lee
The Browning Version,Drama,7.2,Albert Finney
Cobb,Biography,6.4,Tommy Lee Jones
Heat,Crime,8.2,Al Pacino
Clueless,Comedy,6.8,Alicia Silverstone
Se7en,Crime,8.6,Morgan Freeman
Braveheart,Biography,8.3,Mel Gibson
Apollo 13,Adventure,7.6,Tom Hanks
The Usual Suspects,Crime,8.5,Kevin Spacey
Jumanji,Adventure,7.0,Robin Williams
Casino,Crime,8.2,Robert De Niro
Congo,Action,5.2,Laura Linney
Batman Forever,Action,5.4,Val Kilmer
Kids,Drama,7.1,Leo Fitzpatrick
Toy Story,Animation,8.3,Tom Hanks
Desperado,Action,7.2,Antonio Banderas
Die Hard with a Vengeance,Action,7.6,Bruce Willis
Mortal Kombat,Action,5.8,Christopher Lambert
Mallrats,Comedy,7.1,Shannen Doherty
12 Monkeys,Mystery,8.0,Bruce Willis
Leaving Las Vegas,Drama,7.5,Nicolas Cage
Showgirls,Drama,4.9,Elizabeth Berkley
Before Sunrise,Drama,8.1,Ethan Hawke
Friday,Comedy,7.3,Ice Cube
Sense and Sensibility,Drama,7.7,Emma Thompson
Waterworld,Action,6.2,Kevin Costner
The Basketball Diaries,Biography,7.3,Leonardo DiCaprio
Bad Boys,Action,6.9,Will Smith
Billy Madison,Comedy,6.4,Adam Sandler
Mighty Morphin Power Rangers: The Movie,Action,5.2,Karan Ashley
GoldenEye,Action,7.2,Pierce Brosnan
Species,Action,5.8,Natasha Henstridge
Outbreak,Action,6.6,Dustin Hoffman
Four Rooms,Comedy,6.8,Tim Roth
Empire Records,Comedy,6.7,Anthony LaPaglia
The Quick and the Dead,Action,6.4,Sharon Stone
Hackers,Comedy,6.2,Jonny Lee Miller
La Haine,Crime,8.1,Vincent Cassel
Casper,Comedy,6.1,Bill Pullman
"To Wong Foo Thanks for Everything, Julie Newmar",Comedy,6.6,Wesley Snipes
Heavyweights,Comedy,6.6,Tom McGowan
Tank Girl,Action,5.4,Lori Petty
Now and Then,Comedy,6.8,Christina Ricci
Pocahontas,Animation,6.7,Mel Gibson
A Goofy Movie,Animation,6.9,Bill Farmer
Dangerous Minds,Biography,6.5,Michelle Pfeiffer
Crimson Tide,Action,7.3,Gene Hackman
To Die For,Comedy,6.8,Nicole Kidman
Sabrina,Comedy,6.3,Harrison Ford
Ghost in the Shell,Animation,8.0,Atsuko Tanaka
While You Were Sleeping,Comedy,6.7,Sandra Bullock
Get Shorty,Comedy,6.9,Gene Hackman
Tommy Boy,Adventure,7.1,Chris Farley
Babe,Comedy,6.8,James Cromwell
Dead Man Walking,Crime,7.5,Susan Sarandon
The Brady Bunch Movie,Comedy,6.1,Shelley Long
Johnny Mnemonic,Action,5.7,Keanu Reeves
Just Cause,Action,6.4,Sean Connery
The Bridges of Madison County,Drama,7.6,Clint Eastwood
Strange Days,Action,7.2,Ralph Fiennes
Cutthroat Island,Action,5.7,Geena Davis
Judge Dredd,Action,5.6,Sylvester Stallone
The City of Lost Children,Fantasy,7.5,Ron Perlman
Copycat,Drama,6.6,Sigourney Weaver
Major Payne,Adventure,6.3,Damon Wayans
Powder,Drama,6.6,Mary Steenburgen
A Little Princess,Drama,7.7,Liesel Matthews
The American President,Comedy,6.8,Michael Douglas
Under Siege 2: Dark Territory,Action,5.5,Steven Seagal
Higher Learning,Crime,6.5,Omar Epps
Mr. Holland's Opus,Drama,7.3,Richard Dreyfuss
The Prophecy,Action,6.5,Christopher Walken
Dead Man,Adventure,7.6,Johnny Depp
Ace Ventura: When Nature Calls,Adventure,6.4,Jim Carrey
Dolores Claiborne,Crime,7.4,Kathy Bates
First Knight,Action,6.0,Sean Connery
Jade,Crime,5.3,David Caruso
The Big Green,Comedy,5.6,Steve Guttenberg
Virtuosity,Action,5.6,Denzel Washington
Halloween: The Curse of Michael Myers,Horror,4.8,Donald Pleasence
Father of the Bride Part II,Comedy,6.1,Steve Martin
Assassins,Action,6.3,Sylvester Stallone
French Kiss,Comedy,6.6,Meg Ryan
A Walk in the Clouds,Drama,6.7,Keanu Reeves
It Takes Two,Comedy,5.9,Kirstie Alley
Rob Roy,Adventure,6.9,Liam Neeson
Dead Presidents,Action,6.9,Larenz Tate
The Baby-Sitters Club,Comedy,5.8,Schuyler Fisk
Waiting to Exhale,Comedy,6.0,Whitney Houston
Welcome to the Dollhouse,Comedy,7.4,Heather Matarazzo
The Indian in the Cupboard,Drama,6.0,Hal Scardino
Rumble in the Bronx,Action,6.8,Jackie Chan
Devil in a Blue Dress,Crime,6.7,Denzel Washington
How to Make an American Quilt,Comedy,6.3,Winona Ryder
Kicking and Screaming,Comedy,6.8,Josh Hamilton
Tales from the Crypt: Demon Knight,Action,6.7,Billy Zane
The Net,Action,5.9,Sandra Bullock
Living in Oblivion,Comedy,7.5,Steve Buscemi
Dracula: Dead and Loving It,Comedy,5.9,Leslie Nielsen
Tom and Huck,Adventure,5.5,Jonathan Taylor Thomas
Village of the Damned,Horror,5.7,Christopher Reeve
Wild Bill,Action,5.9,Jeff Bridges
Grumpier Old Men,Comedy,6.7,Walter Matthau
Boys on the Side,Comedy,6.5,Whoopi Goldberg
Tales from the Hood,Crime,6.4,Clarence Williams III
Money Train,Action,5.7,Wesley Snipes
Candyman: Farewell to the Flesh,Horror,5.3,Tony Todd
The Crossing Guard,Drama,6.3,Jack Nicholson
Man of the House,Comedy,5.2,Chevy Chase
Nixon,Biography,7.1,Anthony Hopkins
Hideaway,Fantasy,5.3,Jeff Goldblum
When Night Is Falling,Drama,6.5,Pascale Bussières
Underground,Comedy,8.1,Predrag 'Miki' Manojlovic
Mighty Aphrodite,Comedy,7.0,Woody Allen
Balto,Animation,7.1,Kevin Bacon
Total Eclipse,Biography,6.5,Leonardo DiCaprio
Fair Game,Action,4.3,William Baldwin
Lord of Illusions,Horror,6.1,Scott Bakula
The Scarlet Letter,Drama,5.3,Demi Moore
Nick of Time,Action,6.3,Johnny Depp
Senior Trip,Adventure,5.7,Matt Frewer
Free Willy 2: The Adventure Home,Adventure,5.1,Jason James Richter
Things to Do in Denver When You're Dead,Crime,6.8,Andy Garcia
The Doom Generation,Comedy,6.1,James Duval
Nine Months,Comedy,5.5,Hugh Grant
Safe,Drama,7.2,Julianne Moore
Sudden Death,Action,5.8,Jean-Claude Van Damme
Circle of Friends,Drama,6.6,Chris O'Donnell
Canadian Bacon,Comedy,5.9,John Candy
Screamers,Horror,6.4,Peter Weller
Vampire in Brooklyn,Comedy,4.6,Eddie Murphy
Murder in the First,Drama,7.3,Christian Slater
Richard III,Drama,7.4,Ian McKellen
The Day of the Beast,Action,7.4,Álex Angulo
A Kid in King Arthur's Court,Adventure,4.7,Thomas Ian Nicholas
Othello,Drama,6.9,Laurence Fishburne
Gold Diggers: The Secret of Bear Mountain,Adventure,6.0,Christina Ricci
Clockers,Crime,6.9,Harvey Keitel
Smoke,Comedy,7.4,Harvey Keitel
Something to Talk About,Comedy,5.7,Julia Roberts
Tall Tale,Adventure,5.9,Patrick Swayze
Kiss of Death,Crime,5.9,David Caruso
Delta of Venus,Drama,4.8,Audie England
Heavy,Drama,6.8,Pruitt Taylor Vince
Home for the Holidays,Comedy,6.6,Holly Hunter
Angels and Insects,Drama,6.8,Mark Rylance
The Cure,Drama,7.7,Joseph Mazzello
The Horseman on the Roof,Adventure,7.1,Olivier Martinez
Forget Paris,Comedy,6.5,Billy Crystal
Mad Love,Comedy,5.4,Chris O'Donnell
The Hunted,Action,6.0,Christopher Lambert
Restoration,Biography,6.6,Robert Downey Jr.
Al di là delle nuvole,Drama,6.5,Fanny Ardant
My Family,Drama,7.3,Jimmy Smits
The Brothers McMullen,Comedy,6.6,Jack Mulcahy
The Last Supper,Comedy,6.8,Cameron Diaz
Bushwhacked,Adventure,5.6,Daniel Stern
La Cérémonie,Crime,7.5,Isabelle Huppert
The Addiction,Drama,6.5,Lili Taylor
Last of the Dogmen,Adventure,7.0,Tom Berenger
The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy,6.6,Hugh Grant
Jack & Sarah,Comedy,6.7,Richard E. Grant
The Flower of My Secret,Comedy,7.0,Marisa Paredes
Blue in the Face,Comedy,6.7,Harvey Keitel
Bye Bye Love,Comedy,6.2,Matthew Modine
The Mangler,Horror,4.3,Robert Englund
Jeffrey,Comedy,6.8,Steven Weber
Angus,Comedy,6.7,Charlie Talbert
Party Girl,Comedy,6.5,Parker Posey
Operation Dumbo Drop,Action,5.1,Danny Glover
Losing Isaiah,Drama,6.4,Jessica Lange
The Underneath,Crime,6.1,Peter Gallagher
The Pebble and the Penguin,Animation,5.6,Martin Short
Fluke,Drama,6.7,Matthew Modine
Houseguest,Comedy,6.0,Sinbad
Bad Company,Crime,5.4,Ellen Barkin
The White Balloon,Drama,7.7,Aida Mohammadkhani
Georgia,Drama,6.6,Jennifer Jason Leigh
Land and Freedom,Drama,7.6,Ian Hart
White Man's Burden,Drama,5.3,John Travolta
Never Talk to Strangers,Crime,5.2,Rebecca De Mornay
Top Dog,Action,4.2,Chuck Norris
The Incredibly True Adventure of Two Girls in Love,Comedy,6.5,Laurel Holloman
Jury Duty,Comedy,4.3,Pauly Shore
Rumpelstiltskin,Comedy,4.5,Max Grodénchik
An Awfully Big Adventure,Comedy,5.9,Hugh Grant
To vlemma tou Odyssea,Drama,7.6,Harvey Keitel
Dr. Jekyll and Ms. Hyde,Comedy,4.5,Sean Young
Jefferson in Paris,Biography,5.7,Nick Nolte
Three Wishes,Drama,6.1,Patrick Swayze
Far from Home: the Adventures of Yellow Dog,Adventure,6.4,Jesse Bradford
New Jersey Drive,Crime,6.7,Shar-Ron Corley
The Star Maker,Drama,7.4,Sergio Castellitto
La fille seule,Drama,6.9,Virginie Ledoyen
Magic in the Water,Adventure,5.5,Mark Harmon
Miami Rhapsody,Comedy,5.4,Sarah Jessica Parker
Antonia's Line,Comedy,7.5,Willeke van Ammelrooy
Rough Magic,Comedy,5.5,Bridget Fonda
Beyond Rangoon,Action,6.6,Patricia Arquette
The Amazing Panda Adventure,Adventure,5.8,Stephen Lang
Nelly & Monsieur Arnaud,Drama,7.3,Emmanuelle Béart
The Walking Dead,Action,4.9,Allen Payne
Panther,Drama,6.4,Kadeem Hardison
Space Jam,Animation,6.5,Michael Jordan
Independence Day,Action,7.0,Will Smith
Romeo + Juliet,Drama,6.7,Leonardo DiCaprio
Scream,Horror,7.3,Neve Campbell
Sleepers,Crime,7.6,Robert De Niro
From Dusk Till Dawn,Action,7.2,Harvey Keitel
Fargo,Crime,8.1,William H. Macy
Mission: Impossible,Action,7.1,Tom Cruise
Matilda,Comedy,6.9,Danny DeVito
Trainspotting,Drama,8.1,Ewan McGregor
Twister,Action,6.4,Helen Hunt
Happy Gilmore,Comedy,7.0,Adam Sandler
101 Dalmatians,Adventure,5.7,Glenn Close
Crash,Drama,6.4,James Spader
Jerry Maguire,Comedy,7.3,Tom Cruise
The Rock,Action,7.4,Sean Connery
A Time to Kill,Crime,7.5,Matthew McConaughey
The Craft,Drama,6.4,Robin Tunney
Primal Fear,Crime,7.7,Richard Gere
Mars Attacks!,Comedy,6.3,Jack Nicholson
The English Patient,Drama,7.4,Ralph Fiennes
The Long Kiss Goodnight,Action,6.8,Geena Davis
Fear,Drama,6.2,Mark Wahlberg
Bottle Rocket,Comedy,7.0,Luke Wilson
Stealing Beauty,Drama,6.6,Jeremy Irons
Bound,Crime,7.3,Jennifer Tilly
Sling Blade,Drama,8.0,Billy Bob Thornton
The Mirror Has Two Faces,Comedy,6.6,Barbra Streisand
The Birdcage,Comedy,7.1,Robin Williams
That Thing You Do!,Comedy,6.9,Tom Hanks
The Island of Dr. Moreau,Horror,4.5,David Thewlis
Kingpin,Comedy,6.9,Woody Harrelson
The Hunchback of Notre Dame,Animation,7.0,Demi Moore
The Frighteners,Comedy,7.1,Michael J. Fox
Eraser,Action,6.1,Arnold Schwarzenegger
Striptease,Comedy,4.5,Demi Moore
Star Trek: First Contact,Action,7.6,Patrick Stewart
Swingers,Comedy,7.2,Vince Vaughn
Escape from L.A.,Action,5.7,Kurt Russell
Beautiful Girls,Comedy,7.1,Matt Dillon
The Cable Guy,Comedy,6.1,Jim Carrey
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,6.6,Shawn Wayans
Thinner,Fantasy,5.8,Robert John Burke
Hard Eight,Crime,7.2,Philip Baker Hall
The Nutty Professor,Comedy,5.6,Eddie Murphy
Hamlet,Drama,7.7,Kenneth Branagh
Big Night,Drama,7.3,Tony Shalhoub
The Ghost and the Darkness,Adventure,6.8,Michael Douglas
Courage Under Fire,Action,6.6,Denzel Washington
The First Wives Club,Comedy,6.4,Goldie Hawn
Set It Off,Action,6.9,Jada Pinkett Smith
James and the Giant Peach,Animation,6.7,Paul Terry
DragonHeart,Action,6.5,Dennis Quaid
Executive Decision,Action,6.4,Kurt Russell
Bio-Dome,Comedy,4.4,Pauly Shore
Jack,Comedy,5.8,Robin Williams
White Squall,Adventure,6.6,Jeff Bridges
D3: The Mighty Ducks,Action,5.5,Emilio Estevez
Broken Arrow,Action,6.0,John Travolta
Emma,Comedy,6.7,Gwyneth Paltrow
Chain Reaction,Action,5.7,Keanu Reeves
Kama Sutra: A Tale of Love,Crime,6.0,Naveen Andrews
The Crucible,Drama,6.8,Daniel Day-Lewis
Pusher,Crime,7.4,Kim Bodnia
Waiting for Guffman,Comedy,7.5,Christopher Guest
Secrets & Lies,Comedy,8.0,Timothy Spall
Daylight,Action,5.9,Sylvester Stallone
Last Man Standing,Action,6.4,Bruce Willis
The Arrival,Mystery,6.2,Charlie Sheen
Ransom,Action,6.7,Mel Gibson
Beavis and Butt-Head Do America,Animation,6.8,Mike Judge
Fly Away Home,Adventure,6.8,Jeff Daniels
Tin Cup,Comedy,6.4,Kevin Costner
Barb Wire,Action,3.4,Pamela Anderson
Breaking the Waves,Drama,7.8,Emily Watson
The Phantom,Action,5.0,Billy Zane
The Fan,Action,5.9,Robert De Niro
Eye for an Eye,Crime,6.2,Sally Field
2 Days in the Valley,Comedy,6.5,Teri Hatcher
Trees Lounge,Comedy,7.1,Steve Buscemi
The People vs. Larry Flynt,Biography,7.3,Woody Harrelson
Freeway,Comedy,6.8,Reese Witherspoon
Kazaam,Comedy,3.0,Shaquille O'Neal
Down Periscope,Comedy,6.2,Kelsey Grammer
Michael,Comedy,5.7,John Travolta
Mulholland Falls,Crime,6.3,Nick Nolte
Jingle All the Way,Adventure,5.6,Arnold Schwarzenegger
She's the One,Comedy,6.0,Edward Burns
Brassed Off,Comedy,7.2,Pete Postlethwaite
Shine,Biography,7.7,Geoffrey Rush
Black Sheep,Comedy,6.3,Chris Farley
Maximum Risk,Action,5.5,Jean-Claude Van Damme
One Fine Day,Comedy,6.5,Michelle Pfeiffer
Lone Star,Drama,7.4,Chris Cooper
Michael Collins,Biography,7.2,Liam Neeson
Phenomenon,Drama,6.4,John Travolta
Harriet the Spy,Comedy,5.9,Michelle Trachtenberg
Flipper,Adventure,5.3,Paul Hogan
Evita,Biography,6.3,Madonna
Diabolique,Drama,5.4,Sharon Stone
Bordello of Blood,Comedy,5.4,Dennis Miller
Spy Hard,Action,5.4,Leslie Nielsen
The Substitute,Action,6.0,Tom Berenger
Marvin's Room,Drama,6.7,Meryl Streep
Multiplicity,Comedy,6.1,Michael Keaton
House Arrest,Comedy,5.8,Jamie Lee Curtis
Everyone Says I Love You,Comedy,6.7,Woody Allen
A Very Brady Sequel,Comedy,5.8,Shelley Long
The Crow: City of Angels,Action,4.7,Vincent Perez
Basquiat,Biography,6.9,Jeffrey Wright
The Quest,Action,5.6,Jean-Claude Van Damme
Muppet Treasure Island,Action,7.0,Tim Curry
Hellraiser: Bloodline,Horror,5.1,Bruce Ramsay
Manny & Lo,Comedy,6.6,Scarlett Johansson
Beautiful Thing,Comedy,7.6,Glen Berry
The Chamber,Crime,6.0,Chris O'Donnell
Blood and Wine,Crime,6.0,Jack Nicholson
Jude,Drama,6.9,Christopher Eccleston
Bulletproof,Action,5.8,Damon Wayans
Mad Dog Time,Comedy,5.4,Michael J. Pollard
Irma Vep,Comedy,7.1,Maggie Cheung
Mrs. Winterbourne,Comedy,6.2,Shirley MacLaine
The Portrait of a Lady,Drama,6.2,Nicole Kidman
Foxfire,Drama,6.2,Hedy Burress
The Glimmer Man,Action,5.4,Steven Seagal
Up Close & Personal,Drama,6.2,Robert Redford
The Juror,Crime,5.7,Demi Moore
Flirting with Disaster,Comedy,6.7,Ben Stiller
Homeward Bound II: Lost in San Francisco,Adventure,6.0,Michael J. Fox
Joe's Apartment,Comedy,5.5,Jerry O'Connell
Ghosts of Mississippi,Drama,6.7,Alec Baldwin
A Summer's Tale,Comedy,7.6,Melvil Poupaud
The Preacher's Wife,Comedy,5.6,Denzel Washington
Jane Eyre,Drama,6.8,William Hurt
If Lucy Fell,Comedy,4.9,Sarah Jessica Parker
SubUrbia,Comedy,6.8,Giovanni Ribisi
First Strike,Action,6.6,Jackie Chan
Bad Moon,Horror,5.8,Mariel Hemingway
Dunston Checks In,Adventure,5.4,Jason Alexander
Carpool,Comedy,5.0,Tom Arnold
The Daytrippers,Comedy,7.0,Hope Davis
Before and After,Crime,6.1,Meryl Streep
Citizen Ruth,Comedy,7.0,Laura Dern
Extreme Measures,Crime,6.2,Hugh Grant
Female Perversions,Drama,5.4,Tilda Swinton
A Thin Line Between Love and Hate,Comedy,5.7,Martin Lawrence
Kissed,Drama,6.4,Molly Parker
The Truth About Cats & Dogs,Comedy,6.3,Uma Thurman
The Whole Wide World,Biography,7.1,Vincent D'Onofrio
Dear God,Comedy,5.4,Greg Kinnear
Bed of Roses,Drama,6.1,Christian Slater
The Pallbearer,Comedy,5.0,David Schwimmer
Lawnmower Man 2: Beyond Cyberspace,Action,2.5,Patrick Bergin
A Family Thing,Comedy,7.0,Robert Duvall
Curdled,Comedy,5.9,William Baldwin
First Kid,Comedy,5.3,Sinbad
Eddie,Comedy,5.2,Whoopi Goldberg
Feeling Minnesota,Comedy,5.4,Keanu Reeves
The Pillow Book,Drama,6.7,Vivian Wu
The Adventures of Pinocchio,Adventure,5.2,Martin Landau
City Hall,Drama,6.2,Al Pacino
Night Falls on Manhattan,Crime,6.6,Andy Garcia
The Great White Hype,Comedy,5.5,Samuel L. Jackson
Twelfth Night,Comedy,7.2,Helena Bonham Carter
Mary Reilly,Drama,5.8,Julia Roberts
My Fellow Americans,Adventure,6.5,Jack Lemmon
Sgt. Bilko,Comedy,5.8,Steve Martin
Heaven's Prisoners,Drama,5.8,Alec Baldwin
Caught,Drama,6.6,Edward James Olmos
I Shot Andy Warhol,Biography,6.6,Lili Taylor
The Sunchaser,Crime,6.2,Woody Harrelson
All Dogs Go to Heaven 2,Animation,5.5,Charlie Sheen
Girl 6,Comedy,5.2,Theresa Randle
The Evening Star,Comedy,5.9,Shirley MacLaine
Larger Than Life,Comedy,5.6,Bill Murray
Head Above Water,Comedy,6.0,Harvey Keitel
Two If by Sea,Comedy,5.2,Sandra Bullock
The Stupids,Adventure,4.2,Tom Arnold
The Funeral,Crime,6.6,Christopher Walken
Kids in the Hall: Brain Candy,Comedy,6.9,Dave Foley
High School High,Comedy,5.5,Jon Lovitz
Schizopolis,Comedy,6.8,Steven Soderbergh
The Van,Comedy,6.7,Colm Meaney
Alaska,Adventure,5.8,Thora Birch
Moll Flanders,Drama,6.5,Robin Wright
The Associate,Comedy,6.1,Whoopi Goldberg
Shiloh,Drama,6.4,Blake Heron
In Love and War,Biography,6.0,Sandra Bullock
Surviving Picasso,Biography,6.4,Anthony Hopkins
Kansas City,Crime,6.3,Jennifer Jason Leigh
Mr. Wrong,Comedy,3.8,Ellen DeGeneres
Fled,Action,5.4,Laurence Fishburne
Infinity,Biography,6.2,Matthew Broderick
Unforgettable,Drama,6.0,Ray Liotta
Bloodsport 2,Action,4.8,Daniel Bernhardt
Phat Beach,Comedy,3.9,Jermaine Hopkins
Last Dance,Drama,5.7,Sharon Stone
Grace of My Heart,Comedy,6.7,Illeana Douglas
Celtic Pride,Comedy,5.3,Damon Wayans
Ed,Comedy,2.7,Matt LeBlanc
The Game,Drama,7.8,Michael Douglas
Boogie Nights,Drama,7.9,Mark Wahlberg
Titanic,Drama,7.8,Leonardo DiCaprio
The Fifth Element,Action,7.7,Bruce Willis
Austin Powers: International Man of Mystery,Adventure,7.0,Mike Myers
Lolita,Drama,6.9,Jeremy Irons
Good Will Hunting,Drama,8.3,Robin Williams
Starship Troopers,Action,7.2,Casper Van Dien
The Devil's Advocate,Drama,7.5,Keanu Reeves
Con Air,Action,6.9,Nicolas Cage
Jackie Brown,Crime,7.5,Pam Grier
L.A. Confidential,Crime,8.2,Kevin Spacey
Life Is Beautiful,Comedy,8.6,Roberto Benigni
Contact,Drama,7.5,Jodie Foster
Men in Black,Action,7.3,Tommy Lee Jones
Home Alone 3,Action,4.5,Alex D. Linz
Air Force One,Action,6.5,Harrison Ford
Batman & Robin,Action,3.8,Arnold Schwarzenegger
Event Horizon,Horror,6.7,Laurence Fishburne
Hercules,Animation,7.3,Tate Donovan
Dante's Peak,Action,6.0,Pierce Brosnan
The Lost World: Jurassic Park,Action,6.6,Jeff Goldblum
Princess Mononoke,Animation,8.4,Yôji Matsuda
Scream 2,Horror,6.2,Neve Campbell
Face/Off,Action,7.2,John Travolta
As Good as It Gets,Comedy,7.7,Jack Nicholson
Gattaca,Drama,7.8,Ethan Hawke
The Rainmaker,Crime,7.2,Matt Damon
I Know What You Did Last Summer,Horror,5.7,Jennifer Love Hewitt
Alien: Resurrection,Action,6.2,Sigourney Weaver
Cube,Drama,7.2,Nicole de Boer
Liar Liar,Comedy,6.9,Jim Carrey
Donnie Brasco,Biography,7.7,Al Pacino
George of the Jungle,Action,5.5,Brendan Fraser
Anastasia,Animation,7.2,Meg Ryan
Fools Rush In,Comedy,6.1,Matthew Perry
Midnight in the Garden of Good and Evil,Crime,6.6,John Cusack
Good Burger,Comedy,5.7,Kel Mitchell
Perfect Blue,Animation,8.0,Junko Iwao
The Edge,Action,6.9,Anthony Hopkins
My Best Friend's Wedding,Comedy,6.3,Julia Roberts
Anaconda,Action,4.8,Jon Voight
Tomorrow Never Dies,Action,6.5,Pierce Brosnan
Speed 2: Cruise Control,Action,3.9,Sandra Bullock
The Saint,Action,6.2,Val Kilmer
Lost Highway,Mystery,7.6,Bill Pullman
The Full Monty,Comedy,7.2,Robert Carlyle
Spawn,Action,5.2,Michael Jai White
Romy and Michele's High School Reunion,Comedy,6.2,Mira Sorvino
Seven Years in Tibet,Adventure,7.1,Brad Pitt
Cop Land,Crime,6.9,Sylvester Stallone
Gummo,Comedy,6.7,Nick Sutton
In & Out,Comedy,6.4,Kevin Kline
Wilde,Biography,6.9,Stephen Fry
Chasing Amy,Comedy,7.2,Ben Affleck
U Turn,Crime,6.7,Sean Penn
Conspiracy Theory,Action,6.7,Mel Gibson
Breakdown,Crime,6.9,Kurt Russell
G.I. Jane,Action,6.0,Demi Moore
The Jackal,Action,6.4,Bruce Willis
Kiss the Girls,Crime,6.6,Morgan Freeman
Vegas Vacation,Comedy,6.0,Chevy Chase
The Devil's Own,Action,6.2,Harrison Ford
Amistad,Biography,7.3,Djimon Hounsou
The Postman,Action,6.1,Kevin Costner
Mimic,Horror,6.0,Mira Sorvino
Fierce Creatures,Comedy,6.4,John Cleese
Grosse Pointe Blank,Action,7.3,John Cusack
Mortal Kombat: Annihilation,Action,3.7,Robin Shou
Spice World,Comedy,3.5,Mel B
Selena,Biography,6.8,Jennifer Lopez
Happy Together,Drama,7.7,Leslie Cheung
The Borrowers,Adventure,5.9,John Goodman
The Peacemaker,Action,6.0,George Clooney
Volcano,Action,5.5,Tommy Lee Jones
Clockwatchers,Comedy,6.6,Toni Collette
Bliss,Drama,6.0,Craig Sheffer
Mousehunt,Comedy,6.5,Nathan Lane
Inventing the Abbotts,Drama,6.4,Liv Tyler
Open Your Eyes,Drama,7.7,Eduardo Noriega
Beverly Hills Ninja,Action,5.6,Chris Farley
Murder at 1600,Action,6.1,Wesley Snipes
Flubber,Comedy,5.3,Robin Williams
Orgazmo,Comedy,6.1,Trey Parker
The Ice Storm,Drama,7.4,Kevin Kline
Soul Food,Comedy,7.0,Vanessa Williams
Children of Heaven,Drama,8.3,Mohammad Amir Naji
Double Team,Action,4.8,Jean-Claude Van Damme
The Relic,Horror,5.8,Penelope Ann Miller
An American Werewolf in Paris,Comedy,5.1,Tom Everett Scott
Bean,Adventure,6.5,Rowan Atkinson
Wag the Dog,Comedy,7.1,Dustin Hoffman
Taste of Cherry,Drama,7.8,Homayoun Ershadi
Absolute Power,Action,6.7,Clint Eastwood
Wishmaster,Fantasy,5.8,Tammy Lauren
Jungle 2 Jungle,Comedy,5.2,Tim Allen
B*A*P*S,Comedy,4.7,Halle Berry
Private Parts,Biography,6.9,Howard Stern
The Boxer,Drama,7.0,Daniel Day-Lewis
Picture Perfect,Comedy,5.5,Jennifer Aniston
Money Talks,Action,6.2,Charlie Sheen
The Sweet Hereafter,Drama,7.5,Ian Holm
RocketMan,Comedy,5.9,Harland Williams
Switchback,Crime,6.4,Danny Glover
Wild America,Action,6.4,Jonathan Taylor Thomas
Nothing to Lose,Action,6.7,Martin Lawrence
Steel,Action,2.9,Shaquille O'Neal
Eve's Bayou,Drama,7.3,Samuel L. Jackson
Kundun,Biography,7.0,Tenzin Thuthob Tsarong
Cure,Crime,7.4,Masato Hagiwara
Live Flesh,Drama,7.4,Liberto Rabal
Fire Down Below,Action,5.1,Steven Seagal
Air Bud,Comedy,5.3,Michael Jeter
The Opposite of Sex,Comedy,6.4,Christina Ricci
For Richer or Poorer,Comedy,5.8,Tim Allen
The Castle,Comedy,7.7,Michael Caton
Turbo: A Power Rangers Movie,Action,3.7,Jason David Frank
Rosewood,Action,7.2,Jon Voight
Addicted to Love,Comedy,6.1,Meg Ryan
Metro,Action,5.5,Eddie Murphy
Red Corner,Crime,6.3,Richard Gere
Affliction,Drama,7.0,Nick Nolte
Love Jones,Drama,7.4,Larenz Tate
